run_id,created_at,device_serial,horizon,mode,recommended_action_code,baseline_action_code,expected_loss_with_system,expected_loss_without_system,delta_r,overall_risk,markov_p_s2,feedback_state,feedback_incident_cost
57,2026-04-21T13:15:12.380614+00:00,DEMO-SARIMA-001,30d,advanced,throttle_cpu_limit,no_action,43827.77934001855,541442.0747360768,497614.29539605824,0.7204467352518353,0.6284102364016827,,
58,2026-04-21T13:18:34.452871+00:00,DEMO-SARIMA-001,30d,advanced,throttle_cpu_limit,no_action,43827.77934001855,541442.0747360768,497614.29539605824,0.7204467352518353,0.6284102364016827,,
59,2026-04-21T13:21:26.167103+00:00,DEMO-SARIMA-001,7d,advanced,throttle_cpu_limit,no_action,24184.66558969966,199577.48354594095,175392.81795624128,0.580925663515226,0.458158165431636,,
60,2026-04-21T13:21:34.768055+00:00,DEMO-SARIMA-001,24h,advanced,throttle_cpu_limit,no_action,28808.656157897993,216570.24877806284,187761.59262016485,0.8984769145536959,0.983838912598104,,
61,2026-04-21T13:22:21.993264+00:00,DEMO-SARIMA-001,24h,advanced,throttle_cpu_limit,no_action,28808.656157897993,216570.24877806284,187761.59262016485,0.8984769145536959,0.983838912598104,,
62,2026-04-21T13:22:31.899648+00:00,DEMO-SARIMA-001,7d,advanced,throttle_cpu_limit,no_action,24184.66558969966,199577.48354594095,175392.81795624128,0.580925663515226,0.458158165431636,,
