variant_key,variant_label,model_kind,horizon,samples,mae,rmse,mape,smape,mase,rmsse,pinball_q10,pinball_q50,pinball_q90,pinball_avg,picp80,ace80,miw,winkler80
ensemble,Оркестр,ensemble,24h,168,37.645783875084604,101.8647274749715,0.20613686677912357,0.10980106618326066,0.540381084426062,0.453650728629758,12.057765185640461,18.822891937542302,11.124359031418706,14.001672051533824,0.5773809523809523,0.22261904761904772,56.22056060170909,231.82124217059183
ensemble,Оркестр,ensemble,30d,4928,37.07118088557543,89.53517508607668,0.36884690101469075,0.16013053136262315,0.6835749080834903,0.5632884659906532,9.1643824640602,18.535590442787715,9.99008029314574,12.563351066664552,0.7278814935064936,0.07211850649350648,142.74282544653707,191.54462757205954
ensemble,Оркестр,ensemble,7d,1176,36.32718055479824,88.48378452169038,0.40360353566650337,0.16481237931692325,0.6729995107662922,0.5579464746182842,9.617539858204495,18.16359027739912,9.29715287348218,12.359427669695265,0.6454081632653061,0.1545918367346939,108.44624499275056,189.1469273168667
lstm,LSTM,lstm,24h,168,58.435000543796164,136.7081888493646,0.3678586628708064,0.16347025371392382,0.8272360169418014,0.6442192916146157,21.702437991261164,29.217500271898082,15.570668020391054,22.163535427850103,0.5178571428571429,0.28214285714285714,74.40949730610245,372.7310601165223
lstm,LSTM,lstm,30d,4928,140.06697017803978,274.28904420982803,1.2758938743030288,0.33866426895471347,1.8409464997648428,1.2386140198910618,97.55335298831795,70.03348508901989,17.56121699163732,61.71601835632506,0.08258928571428571,0.7174107142857143,64.46989391363626,1151.1456997995547
lstm,LSTM,lstm,7d,1176,102.72445786676766,209.64925997134446,1.0872529331725829,0.2898051924976321,1.443856727355821,1.0164985263656865,64.05673863445836,51.36222893338383,14.986379066685917,43.46844887817604,0.1649659863945578,0.6350340136054422,65.45249472037882,790.4311770114417
sarima:stl_reseasonalized,SARIMA • STL + возврат сезонности,sarima,24h,168,37.50408251469318,105.87346099028004,0.1985744738579402,0.11514990550219387,0.5726973970087895,0.4835225531143664,12.496965339530604,18.75204125734659,12.935583958578821,14.728196851818671,0.5119047619047619,0.2880952380952382,47.16644035111334,254.3254929810942
sarima:stl_reseasonalized,SARIMA • STL + возврат сезонности,sarima,30d,4928,35.291532631647755,86.20878144782175,0.2579902641124541,0.15151046409364408,0.5945223190240584,0.4849152679283773,10.340016298003073,17.645766315823877,11.590123797666047,13.191968803830997,0.4648944805194805,0.33510551948051953,46.71995373922674,219.3014009566877
sarima:stl_reseasonalized,SARIMA • STL + возврат сезонности,sarima,7d,1176,36.31249517991979,89.08093752963853,0.3110770028199417,0.16417702760124914,0.5797389709546799,0.4702867735037474,10.261656158098607,18.156247589959897,12.201792344554399,13.539898697537632,0.4812925170068027,0.31870748299319734,46.78873546359123,224.63448502653026
