model_kind,horizon,metric_code,samples,mae,rmse,mape,smape,mase,rmsse,pinball_q10,pinball_q50,pinball_q90,pinball_avg,picp80,ace80,miw,winkler80
sarima,30d,ping_latency_gateway,704,1.519417109139313,1.8887165611551455,0.18066616014947445,0.16957468839260248,0.6908417523963469,0.587155481938886,0.4263235635955047,0.7597085545696565,0.37323092160298416,0.5197543465893818,0.484375,0.31562500000000004,2.6512663667558924,7.9955448519848495
sarima,30d,storcli_drive_temperature,704,0.7753220385941728,0.9610998471761774,0.025195230093523466,0.02504448537275251,0.5431100406528209,0.4245341494806967,0.24352444312721688,0.3876610192970864,0.18767183502985363,0.27295243248471895,0.4602272727272727,0.33977272727272734,1.2374078054762594,4.311962781570675
sarima,30d,system_temperature,704,0.8894619530302912,1.1291699595675087,0.014838187967881188,0.014886115302345859,0.45293029174711436,0.3186281196375247,0.22101577551360557,0.4447309765151456,0.29342151608666567,0.3197227560384723,0.47017045454545453,0.3298295454545455,1.3295544092711726,5.144372916002736
sarima,7d,cpu_load_total,168,4.185260218382157,5.525559658245534,0.0654593212963865,0.06505276205452051,0.5322243439621758,0.4451892420739471,1.1306264831854502,2.0926301091910786,1.1611226367478757,1.4614597430414682,0.5952380952380952,0.2047619047619048,7.96993657019241,22.917491199333273
sarima,7d,mem_usage_percent,168,1.6229227630057141,1.9738704429364766,0.018062220671726546,0.01803565487331103,0.6952035647081468,0.560207122963009,0.43959559026506667,0.8114613815028571,0.3902513514641351,0.5471027744106863,0.5,0.30000000000000004,2.932278835693765,8.298469417292019
sarima,7d,net_bytes_recv,168,119.82954871256817,159.86884448134762,1.1142416711916245,0.3983725645605612,0.5034495461731411,0.3904469349762382,35.340351171058025,59.914774356284084,38.437893084695055,44.564339537345724,0.4523809523809524,0.34761904761904766,158.72426848208778,737.7824425575311
sarima,7d,net_bytes_sent,168,125.23150639401022,173.05788326112776,0.7272174355981255,0.4393841023211038,0.5717211075516939,0.44125351763667003,33.925549196637775,62.61575319700511,44.56337638462419,47.03489292608902,0.44642857142857145,0.3535714285714286,152.67977877614578,784.8892558126198
sarima,7d,ping_latency_gateway,168,1.6460463116402642,2.043518583275738,0.21154324436191546,0.1874420402289878,0.748416949907361,0.6352796196590207,0.5476092281073234,0.8230231558201321,0.3643833555998243,0.5783385798424266,0.47023809523809523,0.3297619047619048,2.649932084005547,9.119925837071483
sarima,7d,storcli_drive_temperature,168,0.8137468995243734,0.9729401069595686,0.026397704185156662,0.026271135382719274,0.5700265047065454,0.4297641936135113,0.2447151510591551,0.4068734497621867,0.19794134327232052,0.2831766480312208,0.4226190476190476,0.37738095238095243,1.2365193716515264,4.426564943314763
sarima,7d,system_temperature,168,0.858434960307996,1.1247527629940302,0.01461742243465429,0.014680933787540212,0.43713077967369945,0.31738167925328353,0.20314628637746757,0.429217480153998,0.2975782554774217,0.3099806740029624,0.48214285714285715,0.3178571428571429,1.328434125363416,5.007245418548898
