model_kind,horizon,samples,picp80,ace80,miw,winkler80
ensemble,24h,168,0.5773809523809523,0.22261904761904772,56.22056060170909,231.82124217059183
ensemble,30d,4928,0.7278814935064936,0.07211850649350648,142.74282544653707,191.54462757205954
ensemble,7d,1176,0.6454081632653061,0.1545918367346939,108.44624499275056,189.1469273168667
lstm,24h,168,0.5178571428571429,0.28214285714285714,74.40949730610245,372.7310601165223
lstm,30d,4928,0.08258928571428571,0.7174107142857143,64.46989391363626,1151.1456997995547
lstm,7d,1176,0.1649659863945578,0.6350340136054422,65.45249472037882,790.4311770114417
sarima,24h,168,0.5119047619047619,0.2880952380952382,47.16644035111334,254.3254929810942
sarima,30d,4928,0.4648944805194805,0.33510551948051953,46.71995373922674,219.3014009566877
sarima,7d,1176,0.4812925170068027,0.31870748299319734,46.78873546359123,224.63448502653026
