model_kind,samples,mae,rmse,mape,smape,mase,rmsse,pinball_q10,pinball_q50,pinball_q90,pinball_avg,picp80,ace80,miw,winkler80
ensemble,6272,36.9470719750594,89.69205439091583,0.37100546552345315,0.15966026717960724,0.6777564722385478,0.559628778672511,9.32685079836174,18.4735359875297,9.890538868162565,12.56364188468467,0.7083864795918368,0.09161352040816328,133.99465594596558,192.1738966652424
lstm,6272,130.87867850447324,260.489077490788,1.2162013261062798,0.32481049528220385,1.7393392080768169,1.1875477530513618,89.24101685954804,65.43933925223662,17.02511660469341,57.23515757215936,0.1096938775510204,0.6903061224489796,64.92037094148458,1062.661334642419
sarima,6272,35.54222783845907,87.33572350253898,0.2663525332382903,0.15291150121762054,0.5911658451356397,0.48216876784056006,10.383099192526178,17.771113919229535,11.740850761660633,13.298354624472116,0.4692283163265306,0.33077168367346943,46.74480977536311,221.23949954186588
