model_kind,horizon,samples,smape,mase,rmsse,pinball_q10,pinball_q50,pinball_q90,pinball_avg
ensemble,24h,168,0.10980106618326066,0.540381084426062,0.453650728629758,12.057765185640461,18.822891937542302,11.124359031418706,14.001672051533824
ensemble,30d,4928,0.16013053136262315,0.6835749080834903,0.5632884659906532,9.1643824640602,18.535590442787715,9.99008029314574,12.563351066664552
ensemble,7d,1176,0.16481237931692325,0.6729995107662922,0.5579464746182842,9.617539858204495,18.16359027739912,9.29715287348218,12.359427669695265
lstm,24h,168,0.16347025371392382,0.8272360169418014,0.6442192916146157,21.702437991261164,29.217500271898082,15.570668020391054,22.163535427850103
lstm,30d,4928,0.33866426895471347,1.8409464997648428,1.2386140198910618,97.55335298831795,70.03348508901989,17.56121699163732,61.71601835632506
lstm,7d,1176,0.2898051924976321,1.443856727355821,1.0164985263656865,64.05673863445836,51.36222893338383,14.986379066685917,43.46844887817604
sarima,24h,168,0.11514990550219387,0.5726973970087895,0.4835225531143664,12.496965339530604,18.75204125734659,12.935583958578821,14.728196851818671
sarima,30d,4928,0.15151046409364408,0.5945223190240584,0.4849152679283773,10.340016298003073,17.645766315823877,11.590123797666047,13.191968803830997
sarima,7d,1176,0.16417702760124914,0.5797389709546799,0.4702867735037474,10.261656158098607,18.156247589959897,12.201792344554399,13.539898697537632
